F148W,F169M,F172M,N219M,N279N,U,B,V,R,I,J,H,K,FUV,NUV,age,Z
8.6071E-22,8.98842E-22,9.09858E-22,9.98893E-22,1.05451E-21,1.47654E-21,2.62139E-21,2.8582E-21,3.18605E-21,3.28334E-21,3.87843E-21,4.32355E-21,9.15655E-22,8.89203E-22,1.02448E-21,6.00E-03,8.20E+00
6.16172E-22,6.56714E-22,6.72742E-22,7.55485E-22,8.20747E-22,1.25206E-21,2.36585E-21,2.69801E-21,3.1463E-21,3.36663E-21,4.26124E-21,4.93728E-21,1.06175E-21,6.44036E-22,7.8022E-22,6.00E-03,8.30E+00
4.03347E-22,4.41029E-22,4.59264E-22,5.28108E-22,5.93073E-22,9.86443E-22,1.99077E-21,2.37877E-21,2.93141E-21,3.29021E-21,4.54142E-21,5.52006E-21,1.20825E-21,4.27537E-22,5.50599E-22,6.00E-03,8.40E+00
2.54846E-22,2.88672E-22,3.07908E-22,3.63735E-22,4.26021E-22,7.80592E-22,1.64133E-21,1.89667E-21,2.18679E-21,2.30556E-21,2.80616E-21,3.16368E-21,6.69971E-22,2.75138E-22,3.84163E-22,6.00E-03,8.50E+00
1.54146E-22,1.83532E-22,2.03361E-22,2.48004E-22,3.04968E-22,6.18404E-22,1.38678E-21,1.67781E-21,2.05262E-21,2.27776E-21,3.04888E-21,3.6472E-21,7.9022E-22,1.70185E-22,2.66085E-22,6.00E-03,8.60E+00
7.99878E-23,1.02953E-22,1.22593E-22,1.57122E-22,2.06623E-22,4.7934E-22,1.17107E-21,1.57168E-21,2.09647E-21,2.41882E-21,3.40615E-21,4.15153E-21,8.97842E-22,9.06241E-23,1.72324E-22,6.00E-03,8.70E+00
3.8637E-23,5.45008E-23,7.30726E-23,1.00699E-22,1.42002E-22,3.64408E-22,9.61037E-22,1.43739E-21,2.06852E-21,2.43954E-21,3.52478E-21,4.31901E-21,9.28137E-22,4.43832E-23,1.13194E-22,6.00E-03,8.80E+00
1.77848E-23,2.71344E-23,4.40737E-23,6.88586E-23,1.05959E-22,2.9645E-22,7.84664E-22,1.15319E-21,1.5995E-21,1.83448E-21,2.51784E-21,2.99279E-21,6.34127E-22,2.00589E-23,8.0056E-23,6.00E-03,8.90E+00
8.24227E-24,1.23455E-23,2.35312E-23,4.36849E-23,7.55106E-23,2.43727E-22,6.73938E-22,1.10276E-21,1.62855E-21,1.91925E-21,2.71434E-21,3.2669E-21,6.93541E-22,8.90574E-24,5.32963E-23,6.00E-03,9.00E+00
4.67382E-24,6.46234E-24,1.24518E-23,2.7922E-23,5.51052E-23,1.95724E-22,5.24754E-22,8.56288E-22,1.2434E-21,1.44745E-21,1.98686E-21,2.35106E-21,4.96112E-22,5.01084E-24,3.61214E-23,6.00E-03,9.10E+00
2.09751E-24,2.94389E-24,5.75226E-24,1.58766E-23,3.7232E-23,1.51405E-22,4.18898E-22,7.40573E-22,1.13303E-21,1.35738E-21,1.93989E-21,2.34578E-21,4.98692E-22,2.30357E-24,2.22218E-23,6.00E-03,9.20E+00
1.25428E-24,1.72199E-24,2.96033E-24,8.86031E-24,2.43641E-23,1.10561E-22,2.98037E-22,5.19202E-22,7.69797E-22,9.04465E-22,1.23312E-21,1.44549E-21,3.02848E-22,1.40724E-24,1.33709E-23,6.00E-03,9.30E+00
4.308E-25,6.45467E-25,1.2229E-24,4.45608E-24,1.52497E-23,8.09205E-23,2.21912E-22,4.00258E-22,6.0129E-22,7.10461E-22,9.69358E-22,1.13415E-21,2.37076E-22,4.89592E-25,7.50827E-24,6.00E-03,9.40E+00
2.07595E-25,3.02277E-25,5.55277E-25,2.31655E-24,9.66713E-24,5.83563E-23,1.63176E-22,3.02929E-22,4.59689E-22,5.44693E-22,7.41645E-22,8.64156E-22,1.7995E-22,2.34078E-25,4.34105E-24,6.00E-03,9.50E+00
7.12539E-26,9.81228E-26,2.12024E-25,1.20492E-24,6.33523E-24,4.33194E-23,1.24087E-22,2.36107E-22,3.60828E-22,4.27878E-22,5.79674E-22,6.71114E-22,1.39043E-22,7.48111E-26,2.58039E-24,6.00E-03,9.60E+00
2.68729E-26,3.51378E-26,8.30529E-26,6.92057E-25,4.35833E-24,3.03663E-23,8.29611E-23,1.52229E-22,2.27369E-22,2.66949E-22,3.53382E-22,4.02995E-22,8.31243E-23,2.79465E-26,1.66318E-24,6.00E-03,9.70E+00
3.90488E-26,4.15595E-26,6.55996E-26,4.53767E-25,3.20384E-24,2.51649E-23,7.41697E-23,1.44677E-22,2.23724E-22,2.6704E-22,3.63573E-22,4.20777E-22,8.70234E-23,3.88157E-26,1.16395E-24,6.00E-03,9.80E+00
3.45044E-26,3.7611E-26,5.32819E-26,2.79121E-25,2.30914E-24,1.9863E-23,5.99361E-23,1.18541E-22,1.83969E-22,2.19369E-22,2.97052E-22,3.41303E-22,7.01946E-23,3.45803E-26,7.86282E-25,6.00E-03,9.90E+00
9.19071E-27,9.39498E-27,1.34859E-26,1.57942E-25,1.65677E-24,1.39055E-23,3.93929E-23,7.42574E-23,1.12006E-22,1.31628E-22,1.7236E-22,1.92808E-22,3.92058E-23,9.11642E-27,5.30876E-25,6.00E-03,1.00E+01
2.72343E-26,2.58391E-26,2.71103E-26,1.03825E-25,1.19738E-24,1.22912E-23,3.98658E-23,8.26746E-23,1.3223E-22,1.60554E-22,2.24122E-22,2.61505E-22,5.40349E-23,2.64584E-26,3.61091E-25,6.00E-03,1.01E+01
8.92586E-27,8.52829E-27,9.8485E-27,7.63784E-26,1.0355E-24,1.00302E-23,3.02747E-23,5.93684E-23,9.16232E-23,1.08924E-22,1.45142E-22,1.63385E-22,3.32106E-23,8.65232E-27,3.02994E-25,6.00E-03,1.02E+01
2.55355E-26,2.4352E-26,2.44943E-26,4.38126E-26,5.27669E-25,7.43224E-24,2.8227E-23,6.35489E-23,1.06723E-22,1.3305E-22,1.94169E-22,2.31897E-22,4.82618E-23,2.49452E-26,1.45446E-25,6.00E-03,1.03E+01
9.3148E-27,8.60745E-27,8.25075E-27,1.52368E-26,2.87242E-25,4.36392E-24,1.63767E-23,3.61745E-23,6.03659E-23,7.50152E-23,1.07556E-22,1.258E-22,2.58941E-23,8.97155E-27,7.06558E-26,6.00E-03,1.04E+01
3.23952E-27,2.93746E-27,2.74152E-27,7.58499E-27,2.16469E-25,3.31995E-24,1.23137E-23,2.68343E-23,4.47894E-23,5.57324E-23,7.94689E-23,9.19977E-23,1.8816E-23,3.0959E-27,4.9574E-26,6.00E-03,1.05E+01
7.80213E-26,1.078E-25,1.41299E-25,2.1475E-25,5.01236E-25,3.7676E-24,1.29908E-23,2.61413E-23,4.25945E-23,5.26806E-23,7.50244E-23,8.69325E-23,1.78083E-23,9.05376E-26,2.8198E-25,6.00E-03,1.06E+01
5.17386E-25,5.55907E-25,5.70492E-25,6.48632E-25,9.42927E-25,5.3472E-24,1.96701E-23,4.34949E-23,7.3959E-23,9.34518E-23,1.39986E-22,1.69329E-22,3.54194E-23,5.43591E-25,7.1414E-25,6.00E-03,1.07E+01
9.27333E-25,8.92268E-25,8.76127E-25,8.64991E-25,8.50091E-25,2.04531E-24,6.72396E-24,1.46642E-23,2.58513E-23,3.3465E-23,5.07686E-23,6.05869E-23,1.24977E-23,9.1303E-25,8.72645E-25,6.00E-03,1.08E+01
3.60409E-25,3.15163E-25,2.92838E-25,2.44829E-25,2.23748E-25,9.91381E-25,4.07543E-24,9.64323E-24,1.75576E-23,2.2834E-23,3.41147E-23,3.98144E-23,8.08297E-24,3.3671E-25,2.44702E-25,6.00E-03,1.09E+01
1.84112E-25,1.6231E-25,1.56101E-25,1.52748E-25,1.3139E-25,6.60012E-25,2.66842E-24,6.17371E-24,1.07052E-23,1.34265E-23,1.94132E-23,2.28184E-23,4.69193E-24,1.68953E-25,1.46606E-25,6.00E-03,1.10E+01
9.78428E-20,8.99452E-20,8.50485E-20,7.33743E-20,4.95087E-20,3.28065E-20,2.72664E-20,1.92426E-20,1.41527E-20,1.00478E-20,4.76962E-21,2.83092E-21,1.45653E-21,9.35821E-20,6.72101E-20,8.00E-03,6.00E+00
1.19895E-19,1.10573E-19,1.05894E-19,9.30713E-20,6.39261E-20,4.27028E-20,3.55029E-20,2.5186E-20,1.85839E-20,1.32179E-20,6.2534E-21,3.69331E-21,1.97389E-21,1.14605E-19,8.57865E-20,8.00E-03,6.10E+00
1.37063E-19,1.26183E-19,1.22203E-19,1.09409E-19,7.74027E-20,5.2518E-20,4.40429E-20,3.14514E-20,2.32938E-20,1.66187E-20,7.88795E-21,4.65556E-21,2.54664E-21,1.30589E-19,1.02037E-19,8.00E-03,6.20E+00
1.52955E-19,1.40465E-19,1.37791E-19,1.26113E-19,9.35539E-20,6.50142E-20,5.54983E-20,3.99396E-20,2.97035E-20,2.12659E-20,1.01587E-20,5.99708E-21,3.35151E-21,1.45351E-19,1.19986E-19,8.00E-03,6.30E+00
1.3831E-19,1.26947E-19,1.25172E-19,1.16103E-19,8.90147E-20,6.39782E-20,5.73551E-20,4.27634E-20,3.30345E-20,2.45525E-20,1.3586E-20,9.11398E-21,4.79543E-21,1.31263E-19,1.11775E-19,8.00E-03,6.40E+00
1.04655E-19,9.5755E-20,9.40474E-20,8.76888E-20,6.80188E-20,5.06972E-20,4.76804E-20,3.64167E-20,2.86078E-20,2.15494E-20,1.24124E-20,8.42582E-21,4.32988E-21,9.92468E-20,8.46215E-20,8.00E-03,6.50E+00
7.85479E-20,7.1006E-20,6.95601E-20,6.45597E-20,4.93315E-20,3.65494E-20,3.4415E-20,2.64168E-20,2.11899E-20,1.6395E-20,1.0484E-20,7.92516E-21,3.51292E-21,7.40746E-20,6.20385E-20,8.00E-03,6.60E+00
5.96557E-20,5.36477E-20,5.26715E-20,4.89196E-20,3.7682E-20,2.83808E-20,2.74221E-20,2.22583E-20,2.00006E-20,1.75149E-20,1.63811E-20,1.64558E-20,4.99427E-21,5.61436E-20,4.71677E-20,8.00E-03,6.70E+00
4.32915E-20,3.88086E-20,3.80391E-20,3.50056E-20,2.74419E-20,2.09405E-20,2.10403E-20,1.90299E-20,2.0318E-20,2.05379E-20,2.54345E-20,2.90159E-20,7.74854E-21,4.06887E-20,3.4011E-20,8.00E-03,6.80E+00
3.15303E-20,2.83342E-20,2.77696E-20,2.5463E-20,2.05859E-20,1.58387E-20,1.60638E-20,1.57054E-20,1.92754E-20,2.17984E-20,3.24749E-20,4.05318E-20,9.74173E-21,2.96696E-20,2.51145E-20,8.00E-03,6.90E+00
2.15318E-20,1.94173E-20,1.89807E-20,1.72796E-20,1.45304E-20,1.14729E-20,1.20805E-20,1.23588E-20,1.5759E-20,1.81455E-20,2.74544E-20,3.44861E-20,8.10812E-21,2.02926E-20,1.73502E-20,8.00E-03,7.00E+00
1.54073E-20,1.39483E-20,1.37666E-20,1.26756E-20,1.08263E-20,8.70643E-21,9.59224E-21,1.0013E-20,1.26481E-20,1.43241E-20,2.09726E-20,2.59583E-20,5.91551E-21,1.45523E-20,1.27696E-20,8.00E-03,7.10E+00
1.13325E-20,1.03109E-20,1.03472E-20,9.78848E-21,8.38563E-21,7.07926E-21,8.34734E-21,8.22803E-21,9.29488E-21,9.7102E-21,1.25009E-20,1.46286E-20,3.1961E-21,1.07384E-20,9.77022E-21,8.00E-03,7.20E+00
8.35306E-21,7.71958E-21,7.76021E-21,7.488E-21,6.63213E-21,6.13519E-21,7.79105E-21,7.41133E-21,7.75468E-21,7.61749E-21,8.70034E-21,9.58888E-21,2.05354E-21,7.99284E-21,7.50752E-21,8.00E-03,7.30E+00
6.6329E-21,6.1934E-21,6.21797E-21,6.05005E-21,5.42726E-21,5.21444E-21,6.85968E-21,6.33753E-21,6.27867E-21,5.9025E-21,6.14673E-21,6.44662E-21,1.34878E-21,6.38762E-21,6.07437E-21,8.00E-03,7.40E+00
5.16132E-21,4.89341E-21,4.9046E-21,4.83678E-21,4.43569E-21,4.58458E-21,6.47119E-21,6.11713E-21,6.10801E-21,5.74116E-21,5.8677E-21,6.00355E-21,1.23524E-21,5.01769E-21,4.86791E-21,8.00E-03,7.50E+00
4.02087E-21,3.85921E-21,3.85807E-21,3.84514E-21,3.58279E-21,3.81003E-21,5.55152E-21,5.33266E-21,5.35131E-21,5.02685E-21,5.05983E-21,5.08398E-21,1.02811E-21,3.9401E-21,3.87481E-21,8.00E-03,7.60E+00
3.16601E-21,3.08316E-21,3.08335E-21,3.12383E-21,2.97951E-21,3.36406E-21,5.11168E-21,4.81788E-21,4.64554E-21,4.22431E-21,3.93659E-21,3.74645E-21,7.45768E-22,3.13061E-21,3.15642E-21,8.00E-03,7.70E+00
2.40483E-21,2.37279E-21,2.37051E-21,2.43779E-21,2.36989E-21,2.76065E-21,4.35781E-21,4.37655E-21,4.5161E-21,4.35323E-21,4.67589E-21,4.87138E-21,1.0061E-21,2.3994E-21,2.46716E-21,8.00E-03,7.80E+00
1.89058E-21,1.8939E-21,1.895E-21,1.98513E-21,1.98055E-21,2.48018E-21,4.11021E-21,4.29778E-21,4.66823E-21,4.79199E-21,5.91469E-21,6.75317E-21,1.46682E-21,1.90472E-21,2.01676E-21,8.00E-03,7.90E+00
1.4448E-21,1.47225E-21,1.479E-21,1.58071E-21,1.61004E-21,2.06004E-21,3.45519E-21,3.73735E-21,4.19411E-21,4.38333E-21,5.47636E-21,6.26926E-21,1.35343E-21,1.47164E-21,1.60971E-21,8.00E-03,8.00E+00
1.05943E-21,1.0989E-21,1.1114E-21,1.2132E-21,1.26546E-21,1.72385E-21,3.01148E-21,3.31858E-21,3.82744E-21,4.14011E-21,5.57201E-21,6.65046E-21,1.46272E-21,1.09079E-21,1.23985E-21,8.00E-03,8.10E+00
7.73659E-22,8.19137E-22,8.37446E-22,9.37115E-22,1.00039E-21,1.42447E-21,2.56038E-21,2.81273E-21,3.24414E-21,3.51726E-21,4.76563E-21,5.71468E-21,1.25653E-21,8.06361E-22,9.61874E-22,8.00E-03,8.20E+00
5.35767E-22,5.79556E-22,6.00592E-22,6.86854E-22,7.53858E-22,1.18243E-21,2.27891E-21,2.60675E-21,3.07939E-21,3.37589E-21,4.5872E-21,5.48211E-21,1.19976E-21,5.65093E-22,7.09974E-22,8.00E-03,8.30E+00
3.49541E-22,3.89033E-22,4.11128E-22,4.81399E-22,5.46463E-22,9.4261E-22,1.93279E-21,2.26156E-21,2.70745E-21,2.99348E-21,4.11229E-21,4.93128E-21,1.07915E-21,3.74077E-22,5.02588E-22,8.00E-03,8.40E+00
2.1699E-22,2.5229E-22,2.75191E-22,3.32181E-22,3.93803E-22,7.44636E-22,1.59225E-21,1.81811E-21,2.1282E-21,2.33421E-21,3.17995E-21,3.82078E-21,8.37784E-22,2.37002E-22,3.51494E-22,8.00E-03,8.50E+00
1.23523E-22,1.52554E-22,1.7528E-22,2.19878E-22,2.74991E-22,5.86165E-22,1.3527E-21,1.66141E-21,2.08553E-21,2.39193E-21,3.40634E-21,4.18396E-21,9.20373E-22,1.37891E-22,2.36672E-22,8.00E-03,8.60E+00
6.10351E-23,8.27227E-23,1.05572E-22,1.41446E-22,1.90029E-22,4.61687E-22,1.14762E-21,1.52568E-21,2.02306E-21,2.34501E-21,3.33383E-21,4.06436E-21,8.83178E-22,6.94126E-23,1.55903E-22,8.00E-03,8.70E+00
2.57001E-23,3.79936E-23,5.68034E-23,8.4406E-23,1.23866E-22,3.46782E-22,9.49782E-22,1.49178E-21,2.24258E-21,2.73565E-21,4.14946E-21,5.18661E-21,1.1305E-21,2.91115E-23,9.60245E-23,8.00E-03,8.80E+00
1.09062E-23,1.68263E-23,3.11385E-23,5.49216E-23,8.93011E-23,2.71054E-22,7.26809E-22,1.09485E-21,1.55432E-21,1.81685E-21,2.56945E-21,3.09808E-21,6.64557E-22,1.19191E-23,6.51378E-23,8.00E-03,8.90E+00
5.54919E-24,7.99772E-24,1.60491E-23,3.45078E-23,6.41381E-23,2.20088E-22,5.82586E-22,8.94804E-22,1.25431E-21,1.44419E-21,1.96173E-21,2.3066E-21,4.8949E-22,5.92959E-24,4.33513E-23,8.00E-03,9.00E+00
3.45038E-24,4.64185E-24,8.51918E-24,2.12707E-23,4.5926E-23,1.77591E-22,4.58112E-22,7.02218E-22,9.55177E-22,1.07348E-21,1.36995E-21,1.54463E-21,3.21935E-22,3.74403E-24,2.85455E-23,8.00E-03,9.10E+00
1.63392E-24,2.29526E-24,4.10682E-24,1.18879E-23,3.06969E-23,1.33025E-22,3.44107E-22,5.49217E-22,7.66288E-22,8.75701E-22,1.14185E-21,1.30163E-21,2.72022E-22,1.82692E-24,1.73612E-23,8.00E-03,9.20E+00
7.65635E-25,1.05382E-24,1.80065E-24,6.03464E-24,1.96336E-23,1.00775E-22,2.7159E-22,4.74386E-22,7.08814E-22,8.47618E-22,1.18986E-21,1.41611E-21,3.01054E-22,8.56111E-25,9.88618E-24,8.00E-03,9.30E+00
4.70921E-25,6.58161E-25,1.04362E-24,3.36007E-24,1.26792E-23,7.4004E-23,2.05172E-22,3.70968E-22,5.59057E-22,6.67895E-22,9.27317E-22,1.09241E-21,2.30498E-22,5.32765E-25,5.92772E-24,8.00E-03,9.40E+00
1.31294E-25,1.90733E-25,3.63629E-25,1.59971E-24,7.8902E-24,5.29971E-23,1.51643E-22,2.84188E-22,4.34602E-22,5.21737E-22,7.25905E-22,8.53745E-22,1.79564E-22,1.43017E-25,3.28644E-24,8.00E-03,9.50E+00
7.10035E-26,8.88598E-26,1.5613E-25,8.10221E-25,5.06898E-24,3.82781E-23,1.12964E-22,2.18309E-22,3.38935E-22,4.10125E-22,5.77107E-22,6.8151E-22,1.43376E-22,7.35503E-26,1.91901E-24,8.00E-03,9.60E+00
4.29206E-26,4.51273E-26,6.90155E-26,4.39763E-25,3.42136E-24,2.85412E-23,8.65648E-23,1.70395E-22,2.65505E-22,3.20479E-22,4.48386E-22,5.25417E-22,1.09845E-22,4.23889E-26,1.19353E-24,8.00E-03,9.70E+00
3.45519E-26,3.43678E-26,4.49889E-26,2.7678E-25,2.52564E-24,2.29404E-23,7.1878E-23,1.44605E-22,2.2802E-22,2.77E-22,3.91778E-22,4.61101E-22,9.64388E-23,3.37911E-26,8.29327E-25,8.00E-03,9.80E+00
1.5092E-26,1.62182E-26,2.40913E-26,1.70644E-25,1.86209E-24,1.66562E-23,4.84083E-23,9.10671E-23,1.36392E-22,1.60139E-22,2.11061E-22,2.36126E-22,4.82423E-23,1.49504E-26,5.77849E-25,8.00E-03,9.90E+00
2.28752E-26,2.21152E-26,2.46648E-26,1.07735E-25,1.262E-24,1.27839E-23,4.15986E-23,8.56899E-23,1.37039E-22,1.67519E-22,2.38381E-22,2.8004E-22,5.83296E-23,2.23265E-26,3.77739E-25,8.00E-03,1.00E+01
2.37308E-26,2.22043E-26,2.23979E-26,6.75562E-26,9.81211E-25,1.12405E-23,3.82402E-23,8.0552E-23,1.30309E-22,1.60392E-22,2.31077E-22,2.72998E-22,5.6951E-23,2.29203E-26,2.70527E-25,8.00E-03,1.01E+01
8.25279E-27,7.76341E-27,8.05175E-27,4.15804E-26,7.13238E-25,7.84318E-24,2.53414E-23,5.12438E-23,8.07929E-23,9.77987E-23,1.35401E-22,1.54954E-22,3.18048E-23,7.9907E-27,1.91111E-25,8.00E-03,1.02E+01
2.59327E-26,2.45167E-26,2.4356E-26,4.04958E-26,5.33069E-25,7.54645E-24,2.87432E-23,6.41614E-23,1.07626E-22,1.35211E-22,2.01582E-22,2.42168E-22,5.07622E-23,2.52261E-26,1.41688E-25,8.00E-03,1.03E+01
7.82565E-27,7.23077E-27,6.91541E-27,1.06863E-26,2.13312E-25,3.65809E-24,1.4656E-23,3.31489E-23,5.63615E-23,7.13187E-23,1.06144E-22,1.25966E-22,2.6174E-23,7.53539E-27,4.99803E-26,8.00E-03,1.04E+01
3.32621E-27,3.00772E-27,2.7835E-27,4.99006E-27,1.49037E-25,2.66341E-24,1.06158E-23,2.37607E-23,4.05778E-23,5.15255E-23,7.63216E-23,8.96527E-23,1.84917E-23,3.17511E-27,3.24394E-26,8.00E-03,1.05E+01
4.86324E-26,7.195E-26,9.89919E-26,1.54159E-25,3.50926E-25,2.91446E-24,1.08097E-23,2.24998E-23,3.77435E-23,4.77604E-23,7.08147E-23,8.32618E-23,1.7192E-23,5.70642E-26,1.99934E-25,8.00E-03,1.06E+01
4.20335E-25,4.618E-25,4.81113E-25,5.5866E-25,7.4073E-25,3.2069E-24,1.09012E-23,2.21704E-23,3.6679E-23,4.59708E-23,6.70561E-23,7.79545E-23,1.599E-23,4.47328E-25,6.00772E-25,8.00E-03,1.07E+01
8.96492E-25,8.3536E-25,8.14227E-25,7.75424E-25,7.68424E-25,2.91792E-24,1.19204E-23,2.85379E-23,5.15001E-23,6.79854E-23,1.09454E-22,1.3616E-22,2.88941E-23,8.66327E-25,7.82875E-25,8.00E-03,1.08E+01
4.01623E-25,3.61143E-25,3.45683E-25,3.27338E-25,2.44357E-25,9.27446E-25,4.20796E-24,1.05603E-23,1.99472E-23,2.67827E-23,4.25583E-23,5.16593E-23,1.0746E-23,3.71114E-25,3.05873E-25,8.00E-03,1.09E+01
1.78896E-25,1.58983E-25,1.52593E-25,1.47447E-25,1.1038E-25,4.05031E-25,1.81962E-24,4.4896E-24,8.22142E-24,1.06966E-23,1.64319E-23,1.99339E-23,4.15827E-24,1.64607E-25,1.38386E-25,8.00E-03,1.10E+01
1.07019E-19,9.86851E-20,9.40389E-20,8.20118E-20,5.57412E-20,3.70473E-20,3.08106E-20,2.1839E-20,1.61249E-20,1.14817E-20,5.46628E-21,3.24812E-21,1.69365E-21,1.02418E-19,7.53359E-20,1.00E-02,6.00E+00
1.32497E-19,1.22091E-19,1.18196E-19,1.05734E-19,7.41283E-20,4.99837E-20,4.17503E-20,2.97997E-20,2.20882E-20,1.57686E-20,7.48693E-21,4.42768E-21,2.40469E-21,1.26315E-19,9.82745E-20,1.00E-02,6.10E+00
1.46911E-19,1.34649E-19,1.31551E-19,1.19814E-19,8.62273E-20,5.88898E-20,4.95386E-20,3.55232E-20,2.63764E-20,1.8853E-20,8.94392E-21,5.27682E-21,2.9086E-21,1.39529E-19,1.12552E-19,1.00E-02,6.20E+00
1.57511E-19,1.43866E-19,1.41935E-19,1.31745E-19,9.86831E-20,6.86303E-20,5.84925E-20,4.21739E-20,3.13877E-20,2.24723E-20,1.07108E-20,6.32313E-21,3.53528E-21,1.49187E-19,1.25937E-19,1.00E-02,6.30E+00
1.4099E-19,1.2888E-19,1.27792E-19,1.1973E-19,9.27718E-20,6.65322E-20,5.89435E-20,4.32462E-20,3.25285E-20,2.34498E-20,1.15096E-20,6.86765E-21,3.83033E-21,1.33428E-19,1.15841E-19,1.00E-02,6.40E+00
1.08586E-19,9.89144E-20,9.78267E-20,9.25032E-20,7.3391E-20,5.52108E-20,5.1892E-20,3.93438E-20,3.04153E-20,2.24827E-20,1.19922E-20,7.56268E-21,4.09023E-21,1.02778E-19,9.00574E-20,1.00E-02,6.50E+00
8.0618E-20,7.27313E-20,7.15329E-20,6.70279E-20,5.23265E-20,3.86773E-20,3.58499E-20,2.72765E-20,2.16266E-20,1.6516E-20,1.02057E-20,7.5985E-21,3.31146E-21,7.59979E-20,6.50167E-20,1.00E-02,6.60E+00
6.06511E-20,5.45232E-20,5.36164E-20,4.98409E-20,3.91173E-20,2.92143E-20,2.77542E-20,2.25366E-20,2.04722E-20,1.8191E-20,1.77884E-20,1.8339E-20,5.49531E-21,5.7084E-20,4.85462E-20,1.00E-02,6.70E+00
4.39138E-20,3.92702E-20,3.86752E-20,3.56995E-20,2.85107E-20,2.15465E-20,2.09026E-20,1.79725E-20,1.83826E-20,1.84033E-20,2.30526E-20,2.6845E-20,7.01481E-21,4.12359E-20,3.50484E-20,1.00E-02,6.80E+00
3.14931E-20,2.83216E-20,2.79273E-20,2.57475E-20,2.1201E-20,1.63286E-20,1.63542E-20,1.56633E-20,1.92687E-20,2.25063E-20,3.5386E-20,4.51943E-20,1.09361E-20,2.96043E-20,2.56731E-20,1.00E-02,6.90E+00
2.17637E-20,1.96471E-20,1.94484E-20,1.7922E-20,1.51519E-20,1.18925E-20,1.23952E-20,1.23546E-20,1.56675E-20,1.85048E-20,2.92609E-20,3.74787E-20,8.83039E-21,2.04853E-20,1.80475E-20,1.00E-02,7.00E+00
1.54225E-20,1.39407E-20,1.39832E-20,1.3107E-20,1.11767E-20,8.93849E-21,9.81603E-21,9.98426E-21,1.24766E-20,1.43092E-20,2.15437E-20,2.70244E-20,6.15846E-21,1.45297E-20,1.31738E-20,1.00E-02,7.10E+00
1.11746E-20,1.01839E-20,1.03249E-20,9.91294E-21,8.60978E-21,7.32514E-21,8.62343E-21,8.28339E-21,9.15326E-21,9.52937E-21,1.23214E-20,1.44887E-20,3.19945E-21,1.05818E-20,9.94385E-21,1.00E-02,7.20E+00
8.14406E-21,7.55374E-21,7.65928E-21,7.50748E-21,6.74221E-21,6.36034E-21,8.17719E-21,7.7509E-21,8.1117E-21,8.01715E-21,9.31871E-21,1.03612E-20,2.23744E-21,7.79983E-21,7.56048E-21,1.00E-02,7.30E+00
6.27685E-21,5.8874E-21,5.9523E-21,5.87739E-21,5.34779E-21,5.22531E-21,6.97101E-21,6.48784E-21,6.494E-21,6.17106E-21,6.58252E-21,6.97358E-21,1.47241E-21,6.05652E-21,5.9235E-21,1.00E-02,7.40E+00
4.8727E-21,4.64184E-21,4.68205E-21,4.68142E-21,4.35113E-21,4.53019E-21,6.36508E-21,5.88117E-21,5.71647E-21,5.27492E-21,5.22055E-21,5.25383E-21,1.08205E-21,4.7489E-21,4.72722E-21,1.00E-02,7.50E+00
3.78416E-21,3.65575E-21,3.67936E-21,3.72431E-21,3.52946E-21,3.85937E-21,5.71558E-21,5.44919E-21,5.41781E-21,5.0616E-21,5.06118E-21,5.06086E-21,1.02721E-21,3.72196E-21,3.76708E-21,1.00E-02,7.60E+00
2.92972E-21,2.87854E-21,2.8977E-21,2.98046E-21,2.88676E-21,3.32209E-21,5.1074E-21,4.86802E-21,4.75423E-21,4.36729E-21,4.1835E-21,4.04658E-21,8.13744E-22,2.91295E-21,3.0184E-21,1.00E-02,7.70E+00
2.18751E-21,2.18167E-21,2.1943E-21,2.29776E-21,2.27635E-21,2.75025E-21,4.42935E-21,4.50584E-21,4.75081E-21,4.72903E-21,5.6047E-21,6.19749E-21,1.32905E-21,2.19767E-21,2.33264E-21,1.00E-02,7.80E+00
1.69855E-21,1.71971E-21,1.73245E-21,1.84787E-21,1.87064E-21,2.35846E-21,3.85244E-21,3.89411E-21,3.94058E-21,3.69012E-21,3.5628E-21,3.40283E-21,6.77773E-22,1.72373E-21,1.88085E-21,1.00E-02,7.90E+00
1.30918E-21,1.34815E-21,1.36529E-21,1.48423E-21,1.52999E-21,1.99418E-21,3.3516E-21,3.57572E-21,3.93837E-21,4.06275E-21,5.01584E-21,5.66385E-21,1.22136E-21,1.34284E-21,1.51325E-21,1.00E-02,8.00E+00
9.29066E-22,9.75138E-22,9.9588E-22,1.10787E-21,1.16768E-21,1.62417E-21,2.89047E-21,3.25402E-21,3.87404E-21,4.33455E-21,6.28261E-21,7.69123E-21,1.7134E-21,9.64051E-22,1.13301E-21,1.00E-02,8.10E+00
6.8358E-22,7.34241E-22,7.59185E-22,8.66515E-22,9.3566E-22,1.36975E-21,2.47891E-21,2.67091E-21,3.05577E-21,3.347E-21,4.76396E-21,5.81851E-21,1.29534E-21,7.18921E-22,8.90363E-22,1.00E-02,8.20E+00
4.54588E-22,5.00021E-22,5.25852E-22,6.13647E-22,6.81398E-22,1.11132E-21,2.17903E-21,2.45387E-21,2.83152E-21,3.05329E-21,4.11278E-21,4.84288E-21,1.05793E-21,4.83918E-22,6.35328E-22,1.00E-02,8.30E+00
